Comment Text,Manual label
dính zô rùi bít,1
Chào ad. Mình có đứa cháu học lớp 8 đang định hướng luôn cho cháu học cntt thì có ổn ko? Cần đầu tư học những môn gì? Tư vấn giúp mình dc ko？,1
đúng v. điển hình là tớ ^^,1
Ad nhận được bn tiền từ hội IT để lên bài này vậy,1
Wi Wi em nghe gì khum =)))))))))))),1
còn phải lói :))),1
goodboy thì có Văn Hiên,1
Ad tự sướng quá r đấy :)),1
CNTT là gì ...?,1
Thu Ngà Nguyễn 🤣🤣,1
Chưa chắc đã vậy đâu,1
Là goodboy dữ ch Khánh Ly,1
Hayyy,1
á đù,1
Ko nhé. Hoàn toàn ko,1
Ồ nâu,1
Đấy là các bạn chưa gặp Đinh Việt Bắc thôi,1
Ko hieu,1
Lưu Quang Trung trừ thằng lon này =))))),1
Chứ điều ngược lại không đúng nha :)),1
Huy Thành .,1
Kim Anh bát boy chỉ 25k thuii,1
Đăng ký khóa học tại đây để nhận ưu đãi 20% trở lên: https://forms.gle/M4HcUsmXNMVD2MFm6,1
thế thì nhất ông anh bạn rồi,1
Đi tổng kết Quý vẫn đăng bài,1
Thế thì nhất rồi,1
Ông anh sinh năm 96 ạ? 🥲,1
Ông anh Báck Khoaa Kơ Khí à 🤣🤣🤣,1
Đây chắc là lời kể của ông ấy trong giấc mộng thôi chứ 😶,1
Thiên Bảo học ko này?,1
Văn Thái =))),1
Ông anh này 96 cơ khí bách khoa,1
Ủa có phải làm may ko ad?,1
Kakaka ông anh chưa thấy lhe em học oto nhể,1
bá đâọ thế học 6thangs code kinh vậy hehe!!,1
"Thôi đi, học 6 tháng mé làm cho fpt là hết cỡ , mà OT đến mờ mắt cũng mới đc nhận chính thức mà mới đầu 4-5 tr thôi , mô ra ngàn đô",1
thằng e 96 học bách khoa cơ khí,1
Khiêm Võ Duncan Pham chắc ông anh 96 học BK vô tình giải 300 bài code thiếu nhi ạ🥲🥹,1
Xịn quá z,1
FA giờ nghe như đa cấp ấy nhỉ,1
"tưởng đoạn cuối ông ấy bảo thà về làm công nhân than còn hơn, đêm còn được ngủ, ngày làm theo ca",1
Hiếu Nguyễn,1
có cái lồn,1
Đăng ký khóa học Fullstack .NET Web Dev tại đây để nhận ưu đãi 20% trở lên: https://forms.gle/M4HcUsmXNMVD2MFm6,1
:)))))))))),1
Cả team bừng tỉnh. Nhất là sếp PM,1
Xóa luôn db khách hàng là tỉnh luôn :D,1
Nguyễn Duy Ninh Ngô Quang Tú thử xóa đi cho biết :V,1
Thôi xin 🙂 khóc đấy,1
Đức Tuấn,1
Tỉnh đến 1 tuần sau luôn😄😄😄,1
Dũng Hoàng mai thử phát xem như nào,1
Chris Long,1
Xoá 1 row config là đủ tỉnh 3 ngày 3 đêm ad ở đó sử bậy,1
Tay chân lạnh toát :v,1
Khóc vài dòng sông!!,1
keep calm and drop database à a Trần Đình Huy =)),1
delete table chứ đừng drop table ;))),1
Đăng ký khóa học tại đây để nhận ưu đãi 20% trở lên: https://forms.gle/M4HcUsmXNMVD2MFm6,1
Anh Tran,1
Lưu Quốc Thắng xịn quá em ơi,1
Thắng Quốc Lưu ối e mình xịn xò thế :))),1
Lưu Quốc Thắng nể e 😒,1
Thầy dạy FA vừa trẻ vừa giỏi nha Lưu Quốc Thắng,1
Anh Lưu Quốc Thắng dạy cả auto cơ à,1
Xịn quá ạ,1
Xịn zữ z,1
"TẠI ĐÂY HỖ TRỢ CÔNG NHÂN VIÊN V.A.Y V.Ố.N 🍀 15-300tr 
📎 LS thấp nhất thị trường tín dụng 
📌 Không hỗ trợ nợ xấu 
☎️ http://zalo.me/0378478860( có zalo )",1
vui ơi là vui =))),1
Trần Thúy Hằng 🤣,1
:)),1
Ok admin nhé 🙆,1
Cuộc đời thật đẹp làm sao :),1
Cs sẽ bớt áp lực🤣,1
Cho xin danh sách đi ad (cwl),1
Đã xem,1
Thảo Linh 🥹,1
Uầy ác liệt vậy Anh Tho Nguyen,1
Sao admin biết mình lương 5tr 🤣,1
May quá a Duy Hoat Ngo Trần Thế Hải lương toàn mấy trăm triệu chưa bị block nhé ;:)),1
Học lập trình rồi đi làm lương 50-100tr thì lại bị admin block :(,1
Fpt từ trên xuống dưới ai chả lương 5 tr,1
Đố Ad block được tớ 😄,1
oke Admin nhó :))),1
Còn admin lương 50tr thì vẫn giữ lại đăng bài hả😂,1
lương mấy trăm triệu kìa Minh Nhật,1
Đăng ký khóa học tại đây để nhận ưu đãi 20% trở lên: https://forms.gle/M4HcUsmXNMVD2MFm6,1
Khó nhỉ,1
Chuẩn,1
cười ĩa,1
Chắc chắn là HR :))),1
Thôi t tự code được :(,1
Nhung Phạm Khải code được gì thế em :)),1
Dũng Vũ vjp,1
🤣,1
Duy Khánh A biết cái này không :)),1
Ngân Nguyễn,1
Sáu Năm Bốn :))),1
Bình Minh,1
Cần anh ny code được C++ để khoe 😶,1
Ngọc Hiếu à thế à,1
Hồng Thắm ngiu mình fixbug bằng notepad :>,1
Code C++ dễ hơn có người yêu nhiều .,1
Trang Bống vào gáy đi eny 😝,1
Biết C++ khi còn học ở trường ĐH. Thi vào Fresher Embed anh em nhỉ,1
"Tự code được C++ mà, chứ có ny hơi khó :))",1
Khoe ny bít code C C++ java assembly Lương Văn Minh,1
"Code Hello world thì vẫn là code được thôi mà, có gì phải tự hào :)))",1
"Bạn phải khoe người yêu tao có xiền thuê mấy thằng cod mới ghê,",1
#include <studio.h> vầy là biết Cê++ chưa hả tụi bây (⁠๑⁠•⁠﹏⁠•⁠),1
Thuê BA giải nghĩa thích C++ là gì mà thích.,1
Ny code fullstack đa ngôn ngữ bug không trượt phát nào mới ngầu cơ. Nhưng anh đó chắc chưa ra đời,1
Ơ mất gốc c++ kiểu,1
Chuẩn roàiii. Khoe ny bán Canva nữaaaaa,1
Giá mà h đi code chắc cùng lương 2k 🤣🤣,1
"khoe là: tao có người yêu code được C++ và đi làm lương rất cao nên mua cho tao cả nhà, cả xe và cả túi hàng hiệu chứ admin 🙂. Vậy nên tao cũng đi học C++ để có thể tự mua nhà, mua xe, mua túi hàng hiệu cho cùng level với người yêu nhe!",1
"Ảnh học code C++/ C hồi năm nhất vẫn còn trong máy đây ...
Và h sau 2 năm thì em bỏ code cmnr =))))",1
Xem nhiều hơn meme IT hay tại GenZ làm IT nhớ,1
Chúng toy còn master Delphi chứ làm gì chỉ biết mỗi C++ hí 🤭,1
🔰 Đăng ký ngay tại đây để nhận ưu đãi lên đến 20%: https://forms.gle/M4HcUsmXNMVD2MFm6,1
Thế là được cộng thêm 5đ nữa à bạn :)))))),1
Anh ấy 0 điểm,1
Nên anh ấy 💯 điểm,1
Quỳnh My anh ấy âm mẹ điểm :)))),1
Thế là thành 0 điểm,1
"Thì hột dịt luôn chứ 5 gì nữa :"")",1
thế là a ý 0 điểm :)),1
Còn 2 điểm 🙂,1
Có mà âm điểm 🙂,1
anh ấy 10 đđiểmhaha,1
10 đỉm,1
Minh Nguyen tuyệt vời :),1
"Anh ấy không điểm
.
.
.
.
.
.
.
.
.
.
.
.
.
.
số nào đong đếm được :3",1
"사천 dành cho mày à, nhưng mày vẫn âm 5 điểm vì tội nói phét :)))",1
Âm :)))),1
"Anh ấy với mình 9 điểm, 10 điểm khi apply cv cho mình",1
-5 điểm = 0 😂,1
10 điểm chứ còn gì nữaa,1
Tran Thuy Linh anh ấy mấy điểm,1
Vũ Thanh Tùng Nguyễn Quý Long Đoàn Văn Hoàn 100000 điệm,1
Tám nằm ngang Linh Lê nhở🤣,1
còn 1 điểm,1
Nên a ấy chỉ còn đúng 1 điểm 🥲,1
Hoàng Hân,1
Thanh Hoèn 🥹,1
..,1
"Thanh Bình anh ấy 9,5 :)))",1
thế thì anh dương vô cực,1
Anh ấy vẫn 5 điểm =))),1
Anh ấy âm điểm,1
5 ⭐️ phải ko :D,1
-10 điểm 🙂,1
A ấy 0 điểm,1
anh ấy còn 1 điểm,1
Và anh ấy sẽ code bạn như 1 cái máy tính :)))),1
"Nên anh ấy bị táo bón lâu năm, cần công ty phát bảo hiểm đầu mông gấp 🫡",1
Thì 12 điểm nha còn 88 điểm ở đâu k biết,1
"Anh ấy 5 điểm nhưng anh ấy học tại FA, anh ấy 10 điểm!!!",1
📍 Link đăng ký khoá học của FA tại đây để nhận lên đến 20% discount tại: https://forms.gle/M4HcUsmXNMVD2MFm6,1
Đào Việt Bách,1
Phạm Hiền thời tới 🌝,1
Mình vần H kiếm bạn T đang ký chung ạ:),1
May ghê mình tên N,1
Hương và Thơ rủ nhau Anh Tho Nguyen,1
Xin danh sachs khoá học của FA tháng 4 này với ạ,1
Mình Tên G hên ghê 😅,1
H đây T đâu rầu,1
"ồ, thì ra là Hoàn và Tùng Vũ Thanh Tùng Đoàn Văn Hoàn",1
"đúng rồi, mỗi tội nó nhát nên không dám vào",1
"Kim Trang em ơi, kiếm tiền tỉ đi em 😍",1
"Thu Hà Lâm Thanh Trâm 2 em đăng ký đi 
Chị tư vấn cho",1
H la ai t la ai,1
Vũ Đăng Tình đi bạn ơi,1
Nam khoái quá ông,1
"Là FA kiếm tiền tỷ, đúng k?",1
📢 Đăng ký học lập trình tại FA để nhận ưu đãi lên đến 20% tại: https://forms.gle/M4HcUsmXNMVD2MFm6,1
"💥 Cách kiếm tiền tỷ:
Top 1: Đăng ký học lập trình tại FA tại đây: https://forms.gle/M4HcUsmXNMVD2MFm6",1
Muốn tham gia thử 1 lần quá.,1
📢 Đăng ký học lập trình tại FA để nhận ưu đãi lên đến 20% tại: https://forms.gle/M4HcUsmXNMVD2MFm6,1
Nhân viên FPT quá là xịn xò rùi,1
xức xắc ạ,1
Thanh Hằng hồi đó có được edit video giựt giựt vậy đâu 🥹🥹,1
Đuỷnh quá chừiiiii,1
Quá trời nhiều gơ xink :>,1
Mãi đỉnh,1
qué đẽ lunnn,1
quá trời rồi nè Thùy Nguyễn,1
Cưng xỉu,1
Minh Thư ủa ai đâyy,1
Minh Thư Thùy Nguyễn tươi dẫyyy 😆,1
Cho mình xin iF của tất cả bạn nữ được ko ạ,1
Danh Hoàng Tân Nghiep Tran Khoa Vee,1
"đĩnh lắm ý, em học MKT, liệu có nên chuyển sang lập trình k ạ",1
Kiên đẹp zai Kien Pham,1
Quỳnh Mai nghe lói học viên của chị,1
Xịn quá ạ,1
Đỉnh quá,1
@Hoàng Đình Hoàng Đình Phương Dược sỹ nữa này,1
Kien Pham sếp Kiên giờ hoành tráng quá,1
Xịn quá ạ,1
Khiem Nguyen ảnh đẹp đó em giai,1
Sơn Nguyễn Nguyễn Xuân Tú 2 a sắp đến lượt chưa?,1
Quá nỗ lực,1
ĐĐỉnh quá,1
Tran Linh Trang,1
Ha Le,1
📢 Đăng ký ngay các khóa học lập trình để nhận ưu đãi lên đến 20% tại đây: https://forms.gle/M4HcUsmXNMVD2MFm6,1
chắc Tran Thuy Linh kiếm được nhiều tiền lắm. Thảo nào thấy hút bóng suốt :v,1
Có khoá đào tạo tìm chồng làm IT ko ad?,1
admin xịn quá,1
Good Job Admin 🫡,1
Hoá ra là vậy 😂,1
sợ luôn,1
chất đấy admin,1
chịu òi,1
Chịu thua,1
Ủa có phải hình bóng chị Tran Thuy Linh khum,1
Hay,1
Dinh Trang Nhung học ngay c oii,1
Hay )),1
dã man,1
Admin nhanh đấy,1
10đ team content :)),1
v,1
Hoàng Long,1
:v,1
Quyen Le,1
"Nếu là tôi, tôi sẽ mở cốp và khoác lấy chiếc áo grap huyền thoại : "" nhà em ở đâu a đưa về """,1
Chịu,1
🌟 Đăng ký ngay tại link: https://forms.gle/M4HcUsmXNMVD2MFm6 để nhận được ưu đãi lên đến 20%,1
Ất Sửu thì sao hả ad?,1
ad chắc không? để mình còn đki học,1
shop tư vấn giúp mình khóa Embedded với ạ,1
97 giờ vào FA học thì kể cũng vững tâm lý 🥲,1
Học xong mà không giàu có được trả lại tiền học phí không ạ,1
k giàu có hoàn phí k ạ để mình học😒😒,1
Vẫn nghèo lừa ai :)),1
2k1 mà lỡ học lập trình ở ĐA rồi,1
Đào Việt Bách a sinh năm nhiuu,1
Ối dồi ôi,1
97 khá già,1
Chu Thị Thủy đi học thui,1
đăng ký thôi Minh Nhật,1
Diễm NguyễnPhạm Cường Xin phép giàu đây 😀,1
Nguyễn Tâm e bảo dạy e mà =)),1
thiệt k 😅,1
Sao ko có 95 🙄🙄,1
Dinh Trang Nhung đki chưa c?,1
Khánh Uyên ý trời,1
Trần Ngọc Khởi giau chua =)),1
Nghiêm Hải Đăng học thoi,1
Kim Ngân nè Bầu,1
Thôi lại phải dời lịch,1
Đinh Dương,1
2006 h đki luôn dc k ạ,1
"Muốn giàu thì phải đăng ký, muốn đăng ký thì đăng ký ở đâu?
Đăng ký ở đây: https://forms.gle/nVy8Kgc1DdrNt4Db7",1
"Không đăng không biết, up mới biết nhà mình toàn cu đơn hem có ny 😪",1
Vào đăng ký apply FSOFT để hết FA nào: https://forms.gle/nVy8Kgc1DdrNt4Db7,1
ko có ny nhưng vẫn phải gõ code hàng ngày :v,1
Những đôi mắt dán vào màn hình máy tính là những đôi mắt cuối tuần ko đc đi xem phim vs ny 🥺,1
Thiếu cái nắm nhé,1
Tưởng ad đi đết màaaa,1
Nắm chân cx đc mà :)),1
hình như ad nói m Đặng Trung,1
thiếu đôi chân thôi,1
sao mà cứ cà khịa người cô đơn,1
Thế ad k đi đết à 🤡,1
Có nhưng vẫn phải code,1
Hình như ad đang nhắc tới chị nè 2 đứa Tường Vi Nguyễn Hồ Thao Nguyen Phuong,1
Thiếu tiền 🥹,1
🙂 tay dau ma nam lay tay nguoi,1
TrƯờng Đàm rõ ràng,1
Ha Le,1
Hoàng Tuấn,1
Nguyễn Thiên Hải :))),1
"Là em kh thấy ai, hay là do 50 chẹo tiền bắn mắt của em có vấn đề dị mng? Em đi làm nhìn lòi con mắt mà thấy ai như thế đouuu",1
Sáng nào cũng mặc bừa cái áo phông lên fsoft. Nhìn hình thấy ko quen =)),1
Tưởng đi làm giao dịch ngân hàng lun,1
"Khoa Đăng hư cấu :3
Ông nào ông nấy mặc áo thun cỡ đại vác cái bụng phệ đến anh Đại còn chê ngán 😐",1
Aii nói đi nào,1
Anh tôi Vũ Thanh Tùng mặc thế đấy mng ạ,1
Đâu ra được như kia,1
Chưa thấy ai,1
Thanh Hữu Nguyễn bảnh thế :)),1
Trần Linh Thiên Thư Phạm Hồng Thắm Nguyễn Đoàn Diệp Ngân xác nhận cái koiiii!!!,1
Nguyễn Thành Long La Anh Khoa Nguyễn Hữu Tin chắc hẳn là như thế nhờ =)),1
<3,1
muốn vào FSOFT để gặp các anh đẹp trai thì apply ngay tại đây nhen: https://forms.gle/nVy8Kgc1DdrNt4Db7,1
Виктор Роста t nhớ acj quá m,1
cay the=))))))))),1
vui,1
Phùng Nghĩa chùm ảnh này mà làm ảnh bìa page thì hết nc chấm,1
Ngọc Linh =))))))))))))))))))))))))))),1
Do Phuong Anh,1
Thuỳ Dương,1
Mai Trung Sơn sos,1
Hoang PhuocLoi toi hứa sẽ ngoan,1
Sao k8 lên trg sớm thế,1
Đã hết 3 năm ..nhanh thật,1
Học tiếng Anh từ sớm cũng giúp bé phát triển trí thông minh và khả năng tư duy logic.,1
Đã đc 10 ngày rồi :)),1
mình bay luôn đến tháng 8 đc ko ạaaaaaa,1
Ad ko đăng là e sắp quên đc hola r 😰,1
nhớ quá đeeeeee,1
Khi nào có lịch đi học lại vậy :((,1
cảm ơn em Hưng Trần ảnh rấc điệp,1
Nguyen Bao Anh ở nhà nhiều thành nữ tu,1
k,1
hỏi đùa hay thật á bàa,1
Dương ĐinhLê Đức có thấy nhớ ko,1
Nhớ lắm lắm,1
Nhớ nh chứ,1
nhớ sắp khóc r,1
nhớ Lê Huyền Trang 🤩,1
Nhớ quáaaaaaa,1
Sời 🤫...ai thật lòng 🤭 nào ...nào ?,1
Khuong Gia Linh Nhó cạu nh chút:<,1
đã nghỉ đc ngày lào 🤌,1
Đã mất 10 ngày rồi á🥲🥲🥲,1
Nguyễn Ngọc Linh nhớ=)),1
Chuột Lợn nhớ ko bạn ?,1
Tôi vẫn đi học trên trường,1
Hưng Trần ¿,1
Phúc Nguyễn nhớ không ?,1
Nguyễn Phúc Nghiêm nhớ trường chưa,1
Bui Minh này này,1
ko,1
Nguyen Dang Phuong Minh nhớ ko m,1
nồ no nồ nố,1
Hoàng Minh Nguyễn,1
:)),1
Phạm Huy,1
😱,1
💐💐💐,1
Ryojin Satou 😏,1
học khó k v achi oi 😓,1
Chúng tôi vẫn chưa thấy nhớ tí nào,1
Tôi đã đăng ký cho con mình thử học tiếng Anh miễn phí trong 2 tuần và tôi không thể tin được cơ hội tuyệt vời này! Bạn nên thử ngay!,1
"🌸TUYỂN THỰC TẬP SINH PART-TIME🌸
🤝 Độ tuổi: 2️⃣0️⃣0️⃣7️⃣
🌺 Xoay ca linh hoạt theo lịch rảnh
💸Thu nhập: 3-5triệu + thưởng
✍🏻 Nhận HỌC BỔNG khoá GIAO TIẾP, Certificate của trung tâm 
📈Lộ trình thăng tiến rõ ràng 
😍 Không yêu cầu trình độ Tiếng Anh
👉 Địa chỉ: Lô 19 96B Nguyễn Huy Tưởng, Thanh Xuân.
#parttimejob #parttimejob",1
Đức Thành nghỉ hè tận 1 năm rồi nhớ hola ko,1
Viet Anh Nghi bao lau roi,1
Thu Hien Nguyen cô Hiền ơi trò nhà ai đây ạ😝,1
bạn nhớ hồi trước tôi bao bạn cô ca trước cổng trường không bạn,1
B314 mong được thợ săn mời bữa kem:)),1
Nguyen Dang Cuong quá đỉnh em ơi 💪💪💪💪,1
Chúc mừng nha 🥰🥰🥰,1
chỉ biết ước,1
siu cấp vjp pro Nguyen Dang Cuong,1
nhất,1
Nguyen Dang Cuong manh wa,1
ngai,1
Nguyen Dang Cuong đỉnh quá,1
Nguyen Dang Cuong dc,1
uoc duoc ngau nhu ngai Nguyen Dang Cuong,1
Duc Le one piece,1
"“Lớp em hôm nay vắng bao nhiêu?”
“Lớp em đủ. Chỉ là FSchool thiếu thầy…”",1
A Bẩm nghỉ hưu à,1
Mai lên trường là không thấy anh rồi...,1
Hnay lp vắng mấy chang nhỉ🥹,1
"Chúc chú Bẩm luôn vui khoẻ nhé. Nhớ hồi ở Detech, bầu bí nghén ngẩm còn phải ngồi chốt tiền, 9h tối vẫn ko cho chú Bẩm với chú Sơn về 🤣🤣",1
Lúc nào thầy cũng nở nụ cười đôn hậu :(((,1
buồn quá 🥺 Mapp Xuan Nhi Tran Dung Thùy,1
Có tuyển người thay thầy chưa ah!?,1
Ơ jz?,1
chúc thầy Bẩm Trần công tác tốt ở đơn vị mới ạ!,1
ơ thế ai lùa được gdhq vào lớp đây !!!,1
"Cháu chúc chú luôn mạnh khoẻ, công tác tốt tại môi trường mới ạ.",1
Thay mặt hs Thảo. Cảm ơn thày,1
Chúc bác Bẩm Trần mạnh khoẻ và nhiều thành công trong công việc mới ạ - mong sẽ có ngày được giao lưu bóng bàn với bác một lần nữa,1
không được đâuuuuuu,1
"The friendliest, the best ❤️",1
"Chúc chú Bẩm và gia đình sức khoẻ, chúc chú công tác tốt tại mội trường mới ạ",1
"Chúc Bác Bẩm thật nhiều sức khoẻ, công tác tốt và thỉnh thoảng về thăm Hoà Lạc nhé ạ.",1
Chúc Thầy luôn mạnh khoẻ. Cám ơn Thầy nhiều ạ!,1
Chúc Thầy Bẩm mạnh khoẻ và gặp nhiều may mắn!,1
Chúc chú Bẩm luôn mạnh khỏe ah!,1
"Cháu chúc chú Bẩm và gia đình mạnh khoẻ, công tác tốt ạ.",1
Chúc anh Bẩm luôn mạnh khỏe,1
Cảm ơn thầy Bẩm rất nhiều! Phụ huynh chị mong có được thầy giám thị mới nghiêm khắc như thầy. Chúc thầy nhiều sức khỏe!,1
Trinh Thu Ha bùn..,1
"Có thể thấy thầy là một chiến binh khi tự mình tìm đến con đường tư bản, và cũng tự mình thoát khỏi chính nó Hoàng Lâm",1
Em cảm ơn thầy ạ,1
Sếp Bẩm Trần ở phương trời mới đẳng cấp hơn nữa ạaa 😘,1
1000x salute to this awesome inspirational man! 💗🙌,1
"Whoa, he's surely going to be missed 🙂 enjoy ur time with ur loved ones Mr. Bam 🙂",1
"no , Mr Bẩm",1
Ảnh này anh Bẩm đẹp trai nhá!,1
Bẩm Trần bức này e chụp thầy như 1 món quà chia tay nhé ạaa,1
Thầy cute lắm,1
Thư Thiều rồi ai đuổi cta vào lớp đây 😔,1
nhớ thầy lamm,1
"Làm giám thị trường học , hoàn thành nhiệm vụ mà vẫn được yêu quý nhiều , là rất khó.",1
"Nguyễn Vũ ôi t vẫn nhớ ngày nào bị các thầy bắt ở cửa gamma m ạ :<,",1
antueeee😭,1
Ơ.. mr bam,1
Nhu Quynh hết dc thầy bắt r,1
Hưng Trần học phụ đạo,1
Ơ…,1
Ngọc Bông ai cho t giấy xuống yte nữa ha m,1
Minh Nguyễn ủa sao t không biết vụ này z :(,1
Anh Đức lên pha thầy ấm chè đi b,1
Đặng Thu haizzzz,1
Sáng Hoàng Nguyễn Văn Thành bố Bẩm,1
NhớĐỗ Tuệ Minh …,1
Nauuu,1
tạm biệt thầy bẩm 😢😢😢,1
nhớ thầy,1
Duy Khánh,1
😭,1
Tuấn Nhật,1
❤️❤️❤️,1
❤️❤️❤️,1
Doãn Như =(((,1
Ngân An Trần 🥺,1
Trần Thành.,1
"Chúc bác Bẩm và gia đình sức khoẻ, chúc bác công tác tốt tại mội trường mới ạ <3",1
"Cháu chúc bác Bẩm thật nhiều sức khỏe, công tác tốt ạ!",1
Cháu chúc Thầy Bẩm mạnh khoẻ và gặp nhiều may mắn!,1
Respect,1
respect 100,1
Ly Khanh g đói biết kêu ai …,1
Cùng phấn đấu nhé các thanh niên!,1
Lee Van chị ơi giật cái giải nhất về nhé hiihi 😻🫰🏻,1
Dương Thu Bình troi oi ai des mà địp zữ z 🥰,1
Lee Van làm đc,1
Đỉnh qua cậu ơi,1
Nhìn chị lynna xinh như ngân baby,1
Pham Ngoc An will be the champion this season 😍😍😍,1
chắc chắn là Chu Lynaa òii,1
Dinh Harrison cố lên nhé!,1
Chắc là Tiến Đạt :)),1
CHÚC MỪNG CHÁU PHẠM NGỌC AN CỐ LÊN,1
Nguyễn Thiện bạn à,1
Mai Anh chị êu đỉnh qué :))))),1
long pri ngau qua Nguyễn Trần Bảo Long,1
Nguyễn Trần Bảo Long cố gắng ô nhé,1
Mai Anh xịn xò con bò,1
Pham Ngoc An idol chập điện,1
Chu Lynaa chứ ai,1
Ngọc Ling,1
vô địch anh Nguyễn Trần Bảo Long ơiiiiii,1
Chú chúc mừng con cố gắng lên con nhé,1
chuẩn con nhà người ta luôn ý 🙁 nhìn bảng thành tích dài như từ Hà Giang tới Hà Nội vậy,1
má ưi,1
Đọc thành tích thôi mà suýt hụt hơi,1
Chúc mừng con,1
"TAXI: HÒA LAC _ THẠCH THẤT 4 -7 -16 -29 chỗ 

✈ ĐƯA ĐI ĐÓN VỀ SÂN BAY✈ 
🎪 ĐI CHƠI , DU LỊCH , LỄ HỘI 🎡 
🏥 ĐI CÁC BỆNH VIỆN 🏥....
🏨 Bicg Thăng Long về FPT chỉ 250k
✅ Nhận 𝙎𝙝𝙞𝙥 đồ hỏa tốc .
✅ Nhận CHUYỂN ĐỒ...
☎️☎️☎️ 0375.870.866
☎️ZALO 0915.676.933
Gia cả hợp lý , lái xe nhiệt tình , phục vụ 24/7 .",1
Giỏi quá. Chúc con học thật giỏi đạt nhiều thành tích hơn nữa ở môi trường mới THPT FPT. Ngưỡng mộ quá.,1
Suất sắc quá đi ạ! Chúc mừng anh chị và bạn bé. Chúc bạn bé ở môi trường mới hoàn thành thật tốt và học tập thêm thật nhìu điều mới nha! 🥰🥰🍀🍀💪💪,1
Chúc mừng cháu 🎉,1
Bé giỏi quá❤️,1
Tr oi toi ap luc qua,1
Chúc mừng cháu trai,1
"Đăng Khoa Thành tích dài, đọc mỏi mắt quá. Khủng thật.",1
đỉnh vch Hoàng Vân,1
Đặng Việt Anh ảdu bro chất vậy shao🙀🙀🙀,1
Nhìn bảng thành tích mà hoa mắt lun,1
Chúc mừng con zai của mẹ Tuyến bố Khoa nhé. Quá suất sắc!,1
Vcllllll,1
Chỉ đọc thôi mà hết cả hơi rồi. Con nhà ngta giỏi quá,1
Đặng Việt Anh giỏi qs=)),1
"Chúc mừng mẹ Hà Kim Tuyến, tự hào quá",1
🥲🥲 ôi tr ơi,1
hết nước chấm,1
ui b này giỏi qáuuuu🫶,1
Mai,1
Hà Hạnh Hường Hà em mình đây 😀,1
Minh Nhien adu,1
Gke vay sao anh von lanh,1
Phuong Dung Nguyen,1
Hoàng Sen,1
Đặng Việt Anh vãi l sau này giàu đừng quên e😭😍,1
ngầu lòi quá anh ơi,1
Đặng Việt Anh a yeu e <3,1
Tuongg Vyy,1
Nguyễn Hằng,1
Yêu quá,1
"Chúc mừng các con, chúc mừng 12a2 nha.",1
Quá đỉnh!,1
Hoàng Thế Hùng xin tiền công đi vận động vote,1
Cô Phùng Nghĩa đâu rồi vào nhận Queen đê,1
Lớp 12A4 tự hào quá,1
Vũ Tuấn Đức b k thi à b,1
Quynh Trang,1
"Chúc mừng các con, chúc mừng 12A4",1
Bạn phương call cho mình nhận lại ví nha -0988535711,1
"Trúc Phương Nguyễn Hoàng Gia ngồi cuối nha, đi dcccc 😌",1
Lưu Phước Tài chúc mừng =)),1
Anh Pham  nhớ hàng ghế dô ngồi nek,2
Minh Tuấn kì này có ko m :((((,0
Thao Vy Nguyen lỡ có làm 🐸👑 thì đừng quên chị em nhá,2
Hồ Hải Nam Thành Phát Trường Giang ai đi hem,2
Phương Thủy ước,2
Nguyễn Văn Dũng :(,0
1 slot cho bạn em vs ạ Trọng Thiện,2
Tran Khanh Linh đi chụp kìa bà,2
ơ anh nhím,2
Xỉu ngang nha ad ơi 😍,1
Mới về mà phải quay xe lại trường ròi,2
Xinh quáaaaaa,1
Nguyễn Ngọc Đức bik z lên trg r,0
ủa,2
Khắc Bảo lên gặp bé Hà,2
🎉🎉,1
Ước được cóc vàng😢,1
Ước đc cóc vàng 🥺🥺,1
"🔥 𝐒𝐓𝐔𝐃𝐄𝐍𝐓 𝐀𝐂𝐇𝐈𝐄𝐕𝐄𝐌𝐄𝐍𝐓 𝐀𝐖𝐀𝐑𝐃𝐒 𝐒𝐏𝐑𝐈𝐍𝐆 𝟐𝟎𝟐𝟑 🔥 - HÀNH TRÌNH LAN TỎA HẠNH PHÚC 

Thông tin chi tiết về buổi Lễ Tôn Vinh sinh viên học kỳ 𝐒𝐩𝐫𝐢𝐧𝐠 𝟐𝟎𝟐𝟑:
⏰ Thời gian: 17h30-20h
🏫 Địa điểm: Nhà hát - Nhà văn hóa Sinh viên khu Đại học Quốc Gia TP. HCM.
💡 Sinh viên vui lòng đọc kỹ Email và ngồi đúng vị trí trong thư mời để buổi lễ có thể diễn ra một cách tốt đẹp nhất.

#SROHCMC #SpreadTheHappiness #Spring2023",2
Chỉ biết ước,2
Phương Trang Đọc rồi mốt bớt hỏi nha m,2
🔥🔥🔥💯 Mai Nhân Kiệt mang cóc về nha em trai,1
Trúc Phương xin vía nha 🫶🏻,1
Ai nhận mail ch ạ :((,0
tin này chính xác không ad,2
Huỳnh Chính 5h học ra 5h30 phải sang nhà văn hoá,0
Có ai nhận mail chưa ạ!!,2
Dũng Văn Nguyễn :(,0
Đáng mong chờ quá 🤩,1
pay vào HCM để đi thôiiii,1
Trên cả tuyệt vời luôn ạ,1
Nhanh tay tham gia đi ạ <3,1
Quan tâm lắm ạ,1
phải đi ngay thôi,1
hấp dẫn quá ạ,1
sẵn tay cv thôi các bạn trẻ ơi,2
xịn sòoo,1
quy mô dải dài quaa,1
